trip_id,arrival_time,departure_time,stop_id,stop_sequence
A-1081,23:57:00,23:57:00,wreor,3
A-1081,24:00:00,24:00:00,walje,4
A-1081,24:02:00,24:02:00,wrako,5
A-1081,24:04:00,24:04:00,wsalo,6
A-1081,24:06:00,24:06:00,opacz,7
A-1081,24:09:00,24:09:00,micha,8
A-1081,24:11:00,24:11:00,regul,9
A-1081,24:13:00,24:13:00,malic,10
A-1081,24:16:00,24:16:00,twork,11
A-1081,24:18:00,24:18:00,prusz,12
A-1081,24:20:00,24:21:00,komor,13
A-1081,24:23:00,24:23:00,nwwar,14
A-1081,24:25:00,24:25:00,kanie,15
A-1081,24:27:00,24:27:00,otreb,16
A-1081,24:29:00,24:29:00,plwsc,17
A-1081,24:32:00,24:32:00,plglo,18
A-1081,24:34:00,24:34:00,plzac,19
A-1081,24:36:00,24:36:00,kazim,20
A-1081,24:38:00,24:38:00,brzoz,21
A-1081,24:40:00,24:40:00,gmokr,22
A-1081,24:41:00,24:41:00,gmpia,23
A-1081,24:43:00,24:43:00,gmjor,24
A-1081,24:45:00,24:45:00,gmrad,25
A-1051,24:31:00,24:31:00,wsrod,0
A-1051,24:33:00,24:33:00,wocho,1
A-1051,24:36:00,24:36:00,wzach,2
A-1051,24:42:00,24:42:00,wreor,3
A-1051,24:45:00,24:45:00,walje,4
A-1051,24:47:00,24:47:00,wrako,5
A-1051,24:49:00,24:49:00,wsalo,6
A-1051,24:51:00,24:51:00,opacz,7
A-1051,24:54:00,24:54:00,micha,8
A-1051,24:56:00,24:56:00,regul,9
A-1051,24:58:00,24:58:00,malic,10
A-1051,25:01:00,25:01:00,twork,11
A-1051,25:03:00,25:03:00,prusz,12
A-1051,25:05:00,25:06:00,komor,13
A-1051,25:08:00,25:08:00,nwwar,14
A-1051,25:10:00,25:10:00,kanie,15
A-1051,25:12:00,25:12:00,otreb,16
A-1051,25:14:00,25:14:00,plwsc,17
A-1051,25:17:00,25:17:00,plglo,18
A-1051,25:19:00,25:19:00,plzac,19
A-1051,25:21:00,25:21:00,kazim,20
A-1051,25:23:00,25:23:00,brzoz,21
A-1051,25:25:00,25:25:00,gmokr,22
A-1051,25:26:00,25:26:00,gmpia,23
A-1051,25:28:00,25:28:00,gmjor,24
A-1051,25:30:00,25:30:00,gmrad,25
A-1050,03:35:00,03:35:00,gmrad,0
A-1050,03:37:00,03:37:00,gmjor,1
A-1050,03:39:00,03:39:00,gmpia,2
A-1050,03:40:00,03:40:00,gmokr,3
A-1050,03:42:00,03:42:00,brzoz,4
A-1050,03:44:00,03:44:00,kazim,5
A-1050,03:46:00,03:46:00,plzac,6
A-1050,03:48:00,03:49:00,plglo,7
A-1050,03:51:00,03:51:00,plwsc,8
A-1050,03:53:00,03:53:00,otreb,9
A-1050,03:55:00,03:55:00,kanie,10
A-1050,03:57:00,03:57:00,nwwar,11
A-1050,04:00:00,04:02:00,komor,12
A-1050,04:04:00,04:04:00,prusz,13
A-1050,04:06:00,04:06:00,twork,14
A-1050,04:08:00,04:08:00,malic,15
A-1050,04:10:00,04:10:00,regul,16
A-1050,04:13:00,04:13:00,micha,17
A-1050,04:15:00,04:15:00,opacz,18
A-1050,04:17:00,04:17:00,wsalo,19
A-1050,04:19:00,04:19:00,wrako,20
A-1050,04:22:00,04:22:00,walje,21
A-1050,04:28:00,04:28:00,wreor,22
A-1050,04:31:00,04:31:00,wzach,23
A-1050,04:34:00,04:34:00,wocho,24
A-1050,04:36:00,04:36:00,wsrod,25
A-1052,04:00:00,04:00:00,gmrad,0
A-1052,04:02:00,04:02:00,gmjor,1
A-1052,04:04:00,04:04:00,gmpia,2
A-1052,04:05:00,04:05:00,gmokr,3
A-1052,04:07:00,04:07:00,brzoz,4
A-1052,04:09:00,04:09:00,kazim,5
A-1052,04:11:00,04:11:00,plzac,6
A-1052,04:13:00,04:14:00,plglo,7
A-1052,04:16:00,04:16:00,plwsc,8
A-1052,04:18:00,04:18:00,otreb,9
A-1052,04:20:00,04:20:00,kanie,10
A-1052,04:22:00,04:22:00,nwwar,11
A-1052,04:25:00,04:27:00,komor,12
A-1052,04:29:00,04:29:00,prusz,13
A-1052,04:31:00,04:31:00,twork,14
A-1052,04:33:00,04:33:00,malic,15
A-1052,04:35:00,04:35:00,regul,16
A-1052,04:38:00,04:38:00,micha,17
A-1052,04:40:00,04:40:00,opacz,18
A-1052,04:42:00,04:42:00,wsalo,19
A-1052,04:44:00,04:44:00,wrako,20
A-1052,04:47:00,04:47:00,walje,21
A-1052,04:53:00,04:53:00,wreor,22
A-1052,04:56:00,04:56:00,wzach,23
A-1052,04:59:00,04:59:00,wocho,24
A-1052,05:01:00,05:01:00,wsrod,25
A-3350,04:20:00,04:20:00,gmrad,0
A-3350,04:22:00,04:22:00,gmjor,1
A-3350,04:24:00,04:24:00,gmpia,2
A-3350,04:25:00,04:25:00,gmokr,3
A-3350,04:27:00,04:27:00,brzoz,4
A-3350,04:29:00,04:29:00,kazim,5
A-3350,04:31:00,04:31:00,plzac,6
A-4000,04:40:00,04:40:00,gmrad,0
A-4000,04:42:00,04:42:00,gmjor,1
A-4000,04:44:00,04:44:00,gmpia,2
A-4000,04:45:00,04:45:00,gmokr,3
A-4000,04:47:00,04:47:00,brzoz,4
A-4000,04:49:00,04:49:00,kazim,5
A-4000,04:51:00,04:51:00,plzac,6
A-4000,04:53:00,04:54:00,plglo,7
A-4000,04:56:00,04:56:00,plwsc,8
A-4000,04:58:00,04:58:00,otreb,9
A-4000,05:00:00,05:00:00,kanie,10
A-4000,05:02:00,05:02:00,nwwar,11
A-4000,05:05:00,05:05:00,komor,12
A-1150,05:15:00,05:15:00,regul,0
A-1150,05:18:00,05:18:00,micha,1
A-1150,05:20:00,05:20:00,opacz,2
A-1150,05:22:00,05:22:00,wsalo,3
A-1150,05:24:00,05:24:00,wrako,4
A-1150,05:27:00,05:27:00,walje,5
A-1150,05:33:00,05:33:00,wreor,6
A-1150,05:36:00,05:36:00,wzach,7
A-1150,05:39:00,05:39:00,wocho,8
A-1150,05:41:00,05:41:00,wsrod,9
A-2050,05:06:00,05:06:00,milgr,0
A-2050,05:09:00,05:09:00,poles,1
A-2050,05:11:00,05:11:00,plzac,2
A-2050,05:13:00,05:14:00,plglo,3
A-2050,05:16:00,05:16:00,plwsc,4
A-2050,05:18:00,05:18:00,otreb,5
A-2050,05:20:00,05:20:00,kanie,6
A-2050,05:22:00,05:22:00,nwwar,7
A-2050,05:25:00,05:25:00,komor,8
A-1054,05:20:00,05:20:00,gmrad,0
A-1054,05:22:00,05:22:00,gmjor,1
A-1054,05:24:00,05:24:00,gmpia,2
A-1054,05:25:00,05:25:00,gmokr,3
A-1054,05:27:00,05:27:00,brzoz,4
A-1054,05:29:00,05:29:00,kazim,5
A-1054,05:31:00,05:31:00,plzac,6
A-1054,05:33:00,05:34:00,plglo,7
A-1054,05:36:00,05:36:00,plwsc,8
A-1054,05:38:00,05:38:00,otreb,9
A-1054,05:40:00,05:40:00,kanie,10
A-1054,05:42:00,05:42:00,nwwar,11
A-1054,05:45:00,05:47:00,komor,12
A-1054,05:49:00,05:49:00,prusz,13
A-1054,05:51:00,05:51:00,twork,14
A-1054,05:53:00,05:53:00,malic,15
A-1054,05:55:00,05:55:00,regul,16
A-1054,05:58:00,05:58:00,micha,17
A-1054,06:00:00,06:00:00,opacz,18
A-1054,06:02:00,06:02:00,wsalo,19
A-1054,06:04:00,06:04:00,wrako,20
A-1054,06:07:00,06:07:00,walje,21
A-1054,06:13:00,06:13:00,wreor,22
A-1054,06:16:00,06:16:00,wzach,23
A-1054,06:19:00,06:19:00,wocho,24
A-1054,06:21:00,06:21:00,wsrod,25
A-4002,05:40:00,05:40:00,gmrad,0
A-4002,05:42:00,05:42:00,gmjor,1
A-4002,05:44:00,05:44:00,gmpia,2
A-4002,05:45:00,05:45:00,gmokr,3
A-4002,05:47:00,05:47:00,brzoz,4
A-4002,05:49:00,05:49:00,kazim,5
A-4002,05:51:00,05:51:00,plzac,6
A-4002,05:53:00,05:54:00,plglo,7
A-4002,05:56:00,05:56:00,plwsc,8
A-4002,05:58:00,05:58:00,otreb,9
A-4002,06:00:00,06:00:00,kanie,10
A-4002,06:02:00,06:02:00,nwwar,11
A-4002,06:05:00,06:05:00,komor,12
A-5152,06:12:00,06:12:00,komor,0
A-5152,06:27:00,06:27:00,regul,1
A-4004,06:00:00,06:00:00,gmrad,0
A-4004,06:02:00,06:02:00,gmjor,1
A-4004,06:04:00,06:04:00,gmpia,2
A-4004,06:05:00,06:05:00,gmokr,3
A-4004,06:07:00,06:07:00,brzoz,4
A-4004,06:09:00,06:09:00,kazim,5
A-4004,06:11:00,06:11:00,plzac,6
A-4004,06:13:00,06:14:00,plglo,7
A-4004,06:16:00,06:16:00,plwsc,8
A-4004,06:18:00,06:18:00,otreb,9
A-4004,06:20:00,06:20:00,kanie,10
A-4004,06:22:00,06:22:00,nwwar,11
A-4004,06:25:00,06:25:00,komor,12
A-5004,06:34:00,06:34:00,komor,0
A-5004,06:50:00,06:50:00,prusp,1
A-5004,07:03:00,07:03:00,twork,2
A-5004,07:05:00,07:05:00,malic,3
A-1152,06:35:00,06:35:00,regul,0
A-1152,06:38:00,06:38:00,micha,1
A-1152,06:40:00,06:40:00,opacz,2
A-1152,06:42:00,06:42:00,wsalo,3
A-1152,06:44:00,06:44:00,wrako,4
A-1152,06:47:00,06:47:00,walje,5
A-1152,06:53:00,06:53:00,wreor,6
A-1152,06:56:00,06:56:00,wzach,7
A-1152,06:59:00,06:59:00,wocho,8
A-1152,07:01:00,07:01:00,wsrod,9
A-2052,06:26:00,06:26:00,milgr,0
A-2052,06:29:00,06:29:00,poles,1
A-2052,06:31:00,06:31:00,plzac,2
A-2052,06:33:00,06:34:00,plglo,3
A-2052,06:36:00,06:36:00,plwsc,4
A-2052,06:38:00,06:38:00,otreb,5
A-2052,06:40:00,06:40:00,kanie,6
A-2052,06:42:00,06:42:00,nwwar,7
A-2052,06:45:00,06:45:00,komor,8
A-1056,06:40:00,06:40:00,gmrad,0
A-1056,06:42:00,06:42:00,gmjor,1
A-1056,06:44:00,06:44:00,gmpia,2
A-1056,06:45:00,06:45:00,gmokr,3
A-1056,06:47:00,06:47:00,brzoz,4
A-1056,06:49:00,06:49:00,kazim,5
A-1056,06:51:00,06:51:00,plzac,6
A-1056,06:53:00,06:54:00,plglo,7
A-1056,06:56:00,06:56:00,plwsc,8
A-1056,06:58:00,06:58:00,otreb,9
A-1056,07:00:00,07:00:00,kanie,10
A-1056,07:02:00,07:02:00,nwwar,11
A-1056,07:05:00,07:07:00,komor,12
A-1056,07:09:00,07:09:00,prusz,13
A-1056,07:11:00,07:11:00,twork,14
A-1056,07:13:00,07:13:00,malic,15
A-1056,07:15:00,07:15:00,regul,16
A-1056,07:18:00,07:18:00,micha,17
A-1056,07:20:00,07:20:00,opacz,18
A-1056,07:22:00,07:22:00,wsalo,19
A-1056,07:24:00,07:24:00,wrako,20
A-1056,07:27:00,07:27:00,walje,21
A-1056,07:33:00,07:33:00,wreor,22
A-1056,07:36:00,07:36:00,wzach,23
A-1056,07:39:00,07:39:00,wocho,24
A-1056,07:41:00,07:41:00,wsrod,25
A-4006,07:00:00,07:00:00,gmrad,0
A-4006,07:02:00,07:02:00,gmjor,1
A-4006,07:04:00,07:04:00,gmpia,2
A-4006,07:05:00,07:05:00,gmokr,3
A-4006,07:07:00,07:07:00,brzoz,4
A-4006,07:09:00,07:09:00,kazim,5
A-4006,07:11:00,07:11:00,plzac,6
A-4006,07:13:00,07:14:00,plglo,7
A-4006,07:16:00,07:16:00,plwsc,8
A-4006,07:18:00,07:18:00,otreb,9
A-4006,07:20:00,07:20:00,kanie,10
A-4006,07:22:00,07:22:00,nwwar,11
A-4006,07:25:00,07:25:00,komor,12
A-5154,07:32:00,07:32:00,komor,0
A-5154,07:47:00,07:47:00,regul,1
A-4008,07:20:00,07:20:00,gmrad,0
A-4008,07:22:00,07:22:00,gmjor,1
A-4008,07:24:00,07:24:00,gmpia,2
A-4008,07:25:00,07:25:00,gmokr,3
A-4008,07:27:00,07:27:00,brzoz,4
A-4008,07:29:00,07:29:00,kazim,5
A-4008,07:31:00,07:31:00,plzac,6
A-4008,07:33:00,07:34:00,plglo,7
A-4008,07:36:00,07:36:00,plwsc,8
A-4008,07:38:00,07:38:00,otreb,9
A-4008,07:40:00,07:40:00,kanie,10
A-4008,07:42:00,07:42:00,nwwar,11
A-4008,07:45:00,07:45:00,komor,12
A-5008,07:54:00,07:54:00,komor,0
A-5008,08:10:00,08:10:00,prusp,1
A-5008,08:23:00,08:23:00,twork,2
A-5008,08:25:00,08:25:00,malic,3
A-1154,07:55:00,07:55:00,regul,0
A-1154,07:58:00,07:58:00,micha,1
A-1154,08:00:00,08:00:00,opacz,2
A-1154,08:02:00,08:02:00,wsalo,3
A-1154,08:04:00,08:04:00,wrako,4
A-1154,08:07:00,08:07:00,walje,5
A-1154,08:13:00,08:13:00,wreor,6
A-1154,08:16:00,08:16:00,wzach,7
A-1154,08:19:00,08:19:00,wocho,8
A-1154,08:21:00,08:21:00,wsrod,9
A-2054,07:46:00,07:46:00,milgr,0
A-2054,07:49:00,07:49:00,poles,1
A-2054,07:51:00,07:51:00,plzac,2
A-2054,07:53:00,07:54:00,plglo,3
A-2054,07:56:00,07:56:00,plwsc,4
A-2054,07:58:00,07:58:00,otreb,5
A-2054,08:00:00,08:00:00,kanie,6
A-2054,08:02:00,08:02:00,nwwar,7
A-2054,08:05:00,08:05:00,komor,8
A-1058,08:00:00,08:00:00,gmrad,0
A-1058,08:02:00,08:02:00,gmjor,1
A-1058,08:04:00,08:04:00,gmpia,2
A-1058,08:05:00,08:05:00,gmokr,3
A-1058,08:07:00,08:07:00,brzoz,4
A-1058,08:09:00,08:09:00,kazim,5
A-1058,08:11:00,08:11:00,plzac,6
A-1058,08:13:00,08:14:00,plglo,7
A-1058,08:16:00,08:16:00,plwsc,8
A-1058,08:18:00,08:18:00,otreb,9
A-1058,08:20:00,08:20:00,kanie,10
A-1058,08:22:00,08:22:00,nwwar,11
A-1058,08:25:00,08:27:00,komor,12
A-1058,08:29:00,08:29:00,prusz,13
A-1058,08:31:00,08:31:00,twork,14
A-1058,08:33:00,08:33:00,malic,15
A-1058,08:35:00,08:35:00,regul,16
A-1058,08:38:00,08:38:00,micha,17
A-1058,08:40:00,08:40:00,opacz,18
A-1058,08:42:00,08:42:00,wsalo,19
A-1058,08:44:00,08:44:00,wrako,20
A-1058,08:47:00,08:47:00,walje,21
A-1058,08:53:00,08:53:00,wreor,22
A-1058,08:56:00,08:56:00,wzach,23
A-1058,08:59:00,08:59:00,wocho,24
A-1058,09:01:00,09:01:00,wsrod,25
A-4010,08:20:00,08:20:00,gmrad,0
A-4010,08:22:00,08:22:00,gmjor,1
A-4010,08:24:00,08:24:00,gmpia,2
A-4010,08:25:00,08:25:00,gmokr,3
A-4010,08:27:00,08:27:00,brzoz,4
A-4010,08:29:00,08:29:00,kazim,5
A-4010,08:31:00,08:31:00,plzac,6
A-4010,08:33:00,08:34:00,plglo,7
A-4010,08:36:00,08:36:00,plwsc,8
A-4010,08:38:00,08:38:00,otreb,9
A-4010,08:40:00,08:40:00,kanie,10
A-4010,08:42:00,08:42:00,nwwar,11
A-4010,08:45:00,08:45:00,komor,12
A-5156,08:52:00,08:52:00,komor,0
A-5156,09:07:00,09:07:00,regul,1
A-4012,08:40:00,08:40:00,gmrad,0
A-4012,08:42:00,08:42:00,gmjor,1
A-4012,08:44:00,08:44:00,gmpia,2
A-4012,08:45:00,08:45:00,gmokr,3
A-4012,08:47:00,08:47:00,brzoz,4
A-4012,08:49:00,08:49:00,kazim,5
A-4012,08:51:00,08:51:00,plzac,6
A-4012,08:53:00,08:54:00,plglo,7
A-4012,08:56:00,08:56:00,plwsc,8
A-4012,08:58:00,08:58:00,otreb,9
A-4012,09:00:00,09:00:00,kanie,10
A-4012,09:02:00,09:02:00,nwwar,11
A-4012,09:05:00,09:05:00,komor,12
A-5012,09:14:00,09:14:00,komor,0
A-5012,09:30:00,09:30:00,prusp,1
A-5012,09:43:00,09:43:00,twork,2
A-5012,09:45:00,09:45:00,malic,3
A-1156,09:15:00,09:15:00,regul,0
A-1156,09:18:00,09:18:00,micha,1
A-1156,09:20:00,09:20:00,opacz,2
A-1156,09:22:00,09:22:00,wsalo,3
A-1156,09:24:00,09:24:00,wrako,4
A-1156,09:27:00,09:27:00,walje,5
A-1156,09:33:00,09:33:00,wreor,6
A-1156,09:36:00,09:36:00,wzach,7
A-1156,09:39:00,09:39:00,wocho,8
A-1156,09:41:00,09:41:00,wsrod,9
A-2056,09:06:00,09:06:00,milgr,0
A-2056,09:09:00,09:09:00,poles,1
A-2056,09:11:00,09:11:00,plzac,2
A-2056,09:13:00,09:14:00,plglo,3
A-2056,09:16:00,09:16:00,plwsc,4
A-2056,09:18:00,09:18:00,otreb,5
A-2056,09:20:00,09:20:00,kanie,6
A-2056,09:22:00,09:22:00,nwwar,7
A-2056,09:25:00,09:25:00,komor,8
A-1060,09:20:00,09:20:00,gmrad,0
A-1060,09:22:00,09:22:00,gmjor,1
A-1060,09:24:00,09:24:00,gmpia,2
A-1060,09:25:00,09:25:00,gmokr,3
A-1060,09:27:00,09:27:00,brzoz,4
A-1060,09:29:00,09:29:00,kazim,5
A-1060,09:31:00,09:31:00,plzac,6
A-1060,09:33:00,09:34:00,plglo,7
A-1060,09:36:00,09:36:00,plwsc,8
A-1060,09:38:00,09:38:00,otreb,9
A-1060,09:40:00,09:40:00,kanie,10
A-1060,09:42:00,09:42:00,nwwar,11
A-1060,09:45:00,09:47:00,komor,12
A-1060,09:49:00,09:49:00,prusz,13
A-1060,09:51:00,09:51:00,twork,14
A-1060,09:53:00,09:53:00,malic,15
A-1060,09:55:00,09:55:00,regul,16
A-1060,09:58:00,09:58:00,micha,17
A-1060,10:00:00,10:00:00,opacz,18
A-1060,10:02:00,10:02:00,wsalo,19
A-1060,10:04:00,10:04:00,wrako,20
A-1060,10:07:00,10:07:00,walje,21
A-1060,10:13:00,10:13:00,wreor,22
A-1060,10:16:00,10:16:00,wzach,23
A-1060,10:19:00,10:19:00,wocho,24
A-1060,10:21:00,10:21:00,wsrod,25
A-4014,09:40:00,09:40:00,gmrad,0
A-4014,09:42:00,09:42:00,gmjor,1
A-4014,09:44:00,09:44:00,gmpia,2
A-4014,09:45:00,09:45:00,gmokr,3
A-4014,09:47:00,09:47:00,brzoz,4
A-4014,09:49:00,09:49:00,kazim,5
A-4014,09:51:00,09:51:00,plzac,6
A-4014,09:53:00,09:54:00,plglo,7
A-4014,09:56:00,09:56:00,plwsc,8
A-4014,09:58:00,09:58:00,otreb,9
A-4014,10:00:00,10:00:00,kanie,10
A-4014,10:02:00,10:02:00,nwwar,11
A-4014,10:05:00,10:05:00,komor,12
A-5158,10:12:00,10:12:00,komor,0
A-5158,10:27:00,10:27:00,regul,1
A-4016,10:00:00,10:00:00,gmrad,0
A-4016,10:02:00,10:02:00,gmjor,1
A-4016,10:04:00,10:04:00,gmpia,2
A-4016,10:05:00,10:05:00,gmokr,3
A-4016,10:07:00,10:07:00,brzoz,4
A-4016,10:09:00,10:09:00,kazim,5
A-4016,10:11:00,10:11:00,plzac,6
A-4016,10:13:00,10:14:00,plglo,7
A-4016,10:16:00,10:16:00,plwsc,8
A-4016,10:18:00,10:18:00,otreb,9
A-4016,10:20:00,10:20:00,kanie,10
A-4016,10:22:00,10:22:00,nwwar,11
A-4016,10:25:00,10:25:00,komor,12
A-5016,10:34:00,10:34:00,komor,0
A-5016,10:50:00,10:50:00,prusp,1
A-5016,11:03:00,11:03:00,twork,2
A-5016,11:05:00,11:05:00,malic,3
A-1158,10:35:00,10:35:00,regul,0
A-1158,10:38:00,10:38:00,micha,1
A-1158,10:40:00,10:40:00,opacz,2
A-1158,10:42:00,10:42:00,wsalo,3
A-1158,10:44:00,10:44:00,wrako,4
A-1158,10:47:00,10:47:00,walje,5
A-1158,10:53:00,10:53:00,wreor,6
A-1158,10:56:00,10:56:00,wzach,7
A-1158,10:59:00,10:59:00,wocho,8
A-1158,11:01:00,11:01:00,wsrod,9
A-2058,10:26:00,10:26:00,milgr,0
A-2058,10:29:00,10:29:00,poles,1
A-2058,10:31:00,10:31:00,plzac,2
A-2058,10:33:00,10:34:00,plglo,3
A-2058,10:36:00,10:36:00,plwsc,4
A-2058,10:38:00,10:38:00,otreb,5
A-2058,10:40:00,10:40:00,kanie,6
A-2058,10:42:00,10:42:00,nwwar,7
A-2058,10:45:00,10:45:00,komor,8
A-1062,10:40:00,10:40:00,gmrad,0
A-1062,10:42:00,10:42:00,gmjor,1
A-1062,10:44:00,10:44:00,gmpia,2
A-1062,10:45:00,10:45:00,gmokr,3
A-1062,10:47:00,10:47:00,brzoz,4
A-1062,10:49:00,10:49:00,kazim,5
A-1062,10:51:00,10:51:00,plzac,6
A-1062,10:53:00,10:54:00,plglo,7
A-1062,10:56:00,10:56:00,plwsc,8
A-1062,10:58:00,10:58:00,otreb,9
A-1062,11:00:00,11:00:00,kanie,10
A-1062,11:02:00,11:02:00,nwwar,11
A-1062,11:05:00,11:07:00,komor,12
A-1062,11:09:00,11:09:00,prusz,13
A-1062,11:11:00,11:11:00,twork,14
A-1062,11:13:00,11:13:00,malic,15
A-1062,11:15:00,11:15:00,regul,16
A-1062,11:18:00,11:18:00,micha,17
A-1062,11:20:00,11:20:00,opacz,18
A-1062,11:22:00,11:22:00,wsalo,19
A-1062,11:24:00,11:24:00,wrako,20
A-1062,11:27:00,11:27:00,walje,21
A-1062,11:33:00,11:33:00,wreor,22
A-1062,11:36:00,11:36:00,wzach,23
A-1062,11:39:00,11:39:00,wocho,24
A-1062,11:41:00,11:41:00,wsrod,25
A-4018,11:00:00,11:00:00,gmrad,0
A-4018,11:02:00,11:02:00,gmjor,1
A-4018,11:04:00,11:04:00,gmpia,2
A-4018,11:05:00,11:05:00,gmokr,3
A-4018,11:07:00,11:07:00,brzoz,4
A-4018,11:09:00,11:09:00,kazim,5
A-4018,11:11:00,11:11:00,plzac,6
A-4018,11:13:00,11:14:00,plglo,7
A-4018,11:16:00,11:16:00,plwsc,8
A-4018,11:18:00,11:18:00,otreb,9
A-4018,11:20:00,11:20:00,kanie,10
A-4018,11:22:00,11:22:00,nwwar,11
A-4018,11:25:00,11:25:00,komor,12
A-5160,11:32:00,11:32:00,komor,0
A-5160,11:47:00,11:47:00,regul,1
A-4020,11:20:00,11:20:00,gmrad,0
A-4020,11:22:00,11:22:00,gmjor,1
A-4020,11:24:00,11:24:00,gmpia,2
A-4020,11:25:00,11:25:00,gmokr,3
A-4020,11:27:00,11:27:00,brzoz,4
A-4020,11:29:00,11:29:00,kazim,5
A-4020,11:31:00,11:31:00,plzac,6
A-4020,11:33:00,11:34:00,plglo,7
A-4020,11:36:00,11:36:00,plwsc,8
A-4020,11:38:00,11:38:00,otreb,9
A-4020,11:40:00,11:40:00,kanie,10
A-4020,11:42:00,11:42:00,nwwar,11
A-4020,11:45:00,11:45:00,komor,12
A-5020,11:54:00,11:54:00,komor,0
A-5020,12:10:00,12:10:00,prusp,1
A-5020,12:23:00,12:23:00,twork,2
A-5020,12:25:00,12:25:00,malic,3
A-1160,11:55:00,11:55:00,regul,0
A-1160,11:58:00,11:58:00,micha,1
A-1160,12:00:00,12:00:00,opacz,2
A-1160,12:02:00,12:02:00,wsalo,3
A-1160,12:04:00,12:04:00,wrako,4
A-1160,12:07:00,12:07:00,walje,5
A-1160,12:13:00,12:13:00,wreor,6
A-1160,12:16:00,12:16:00,wzach,7
A-1160,12:19:00,12:19:00,wocho,8
A-1160,12:21:00,12:21:00,wsrod,9
A-2060,11:46:00,11:46:00,milgr,0
A-2060,11:49:00,11:49:00,poles,1
A-2060,11:51:00,11:51:00,plzac,2
A-2060,11:53:00,11:54:00,plglo,3
A-2060,11:56:00,11:56:00,plwsc,4
A-2060,11:58:00,11:58:00,otreb,5
A-2060,12:00:00,12:00:00,kanie,6
A-2060,12:02:00,12:02:00,nwwar,7
A-2060,12:05:00,12:05:00,komor,8
A-1064,12:00:00,12:00:00,gmrad,0
A-1064,12:02:00,12:02:00,gmjor,1
A-1064,12:04:00,12:04:00,gmpia,2
A-1064,12:05:00,12:05:00,gmokr,3
A-1064,12:07:00,12:07:00,brzoz,4
A-1064,12:09:00,12:09:00,kazim,5
A-1064,12:11:00,12:11:00,plzac,6
A-1064,12:13:00,12:14:00,plglo,7
A-1064,12:16:00,12:16:00,plwsc,8
A-1064,12:18:00,12:18:00,otreb,9
A-1064,12:20:00,12:20:00,kanie,10
A-1064,12:22:00,12:22:00,nwwar,11
A-1064,12:25:00,12:27:00,komor,12
A-1064,12:29:00,12:29:00,prusz,13
A-1064,12:31:00,12:31:00,twork,14
A-1064,12:33:00,12:33:00,malic,15
A-1064,12:35:00,12:35:00,regul,16
A-1064,12:38:00,12:38:00,micha,17
A-1064,12:40:00,12:40:00,opacz,18
A-1064,12:42:00,12:42:00,wsalo,19
A-1064,12:44:00,12:44:00,wrako,20
A-1064,12:47:00,12:47:00,walje,21
A-1064,12:53:00,12:53:00,wreor,22
A-1064,12:56:00,12:56:00,wzach,23
A-1064,12:59:00,12:59:00,wocho,24
A-1064,13:01:00,13:01:00,wsrod,25
A-4022,12:20:00,12:20:00,gmrad,0
A-4022,12:22:00,12:22:00,gmjor,1
A-4022,12:24:00,12:24:00,gmpia,2
A-4022,12:25:00,12:25:00,gmokr,3
A-4022,12:27:00,12:27:00,brzoz,4
A-4022,12:29:00,12:29:00,kazim,5
A-4022,12:31:00,12:31:00,plzac,6
A-4022,12:33:00,12:34:00,plglo,7
A-4022,12:36:00,12:36:00,plwsc,8
A-4022,12:38:00,12:38:00,otreb,9
A-4022,12:40:00,12:40:00,kanie,10
A-4022,12:42:00,12:42:00,nwwar,11
A-4022,12:45:00,12:45:00,komor,12
A-5162,12:52:00,12:52:00,komor,0
A-5162,13:07:00,13:07:00,regul,1
A-4024,12:40:00,12:40:00,gmrad,0
A-4024,12:42:00,12:42:00,gmjor,1
A-4024,12:44:00,12:44:00,gmpia,2
A-4024,12:45:00,12:45:00,gmokr,3
A-4024,12:47:00,12:47:00,brzoz,4
A-4024,12:49:00,12:49:00,kazim,5
A-4024,12:51:00,12:51:00,plzac,6
A-4024,12:53:00,12:54:00,plglo,7
A-4024,12:56:00,12:56:00,plwsc,8
A-4024,12:58:00,12:58:00,otreb,9
A-4024,13:00:00,13:00:00,kanie,10
A-4024,13:02:00,13:02:00,nwwar,11
A-4024,13:05:00,13:05:00,komor,12
A-5024,13:14:00,13:14:00,komor,0
A-5024,13:30:00,13:30:00,prusp,1
A-5024,13:43:00,13:43:00,twork,2
A-5024,13:45:00,13:45:00,malic,3
A-1162,13:15:00,13:15:00,regul,0
A-1162,13:18:00,13:18:00,micha,1
A-1162,13:20:00,13:20:00,opacz,2
A-1162,13:22:00,13:22:00,wsalo,3
A-1162,13:24:00,13:24:00,wrako,4
A-1162,13:27:00,13:27:00,walje,5
A-1162,13:33:00,13:33:00,wreor,6
A-1162,13:36:00,13:36:00,wzach,7
A-1162,13:39:00,13:39:00,wocho,8
A-1162,13:41:00,13:41:00,wsrod,9
A-2062,13:06:00,13:06:00,milgr,0
A-2062,13:09:00,13:09:00,poles,1
A-2062,13:11:00,13:11:00,plzac,2
A-2062,13:13:00,13:14:00,plglo,3
A-2062,13:16:00,13:16:00,plwsc,4
A-2062,13:18:00,13:18:00,otreb,5
A-2062,13:20:00,13:20:00,kanie,6
A-2062,13:22:00,13:22:00,nwwar,7
A-2062,13:25:00,13:25:00,komor,8
A-1066,13:20:00,13:20:00,gmrad,0
A-1066,13:22:00,13:22:00,gmjor,1
