trip_id,arrival_time,departure_time,stop_id,stop_sequence
A-1066,13:24:00,13:24:00,gmpia,2
A-1066,13:25:00,13:25:00,gmokr,3
A-1066,13:27:00,13:27:00,brzoz,4
A-1066,13:29:00,13:29:00,kazim,5
A-1066,13:31:00,13:31:00,plzac,6
A-1066,13:33:00,13:34:00,plglo,7
A-1066,13:36:00,13:36:00,plwsc,8
A-1066,13:38:00,13:38:00,otreb,9
A-1066,13:40:00,13:40:00,kanie,10
A-1066,13:42:00,13:42:00,nwwar,11
A-1066,13:45:00,13:47:00,komor,12
A-1066,13:49:00,13:49:00,prusz,13
A-1066,13:51:00,13:51:00,twork,14
A-1066,13:53:00,13:53:00,malic,15
A-1066,13:55:00,13:55:00,regul,16
A-1066,13:58:00,13:58:00,micha,17
A-1066,14:00:00,14:00:00,opacz,18
A-1066,14:02:00,14:02:00,wsalo,19
A-1066,14:04:00,14:04:00,wrako,20
A-1066,14:07:00,14:07:00,walje,21
A-1066,14:13:00,14:13:00,wreor,22
A-1066,14:16:00,14:16:00,wzach,23
A-1066,14:19:00,14:19:00,wocho,24
A-1066,14:21:00,14:21:00,wsrod,25
A-4026,13:40:00,13:40:00,gmrad,0
A-4026,13:42:00,13:42:00,gmjor,1
A-4026,13:44:00,13:44:00,gmpia,2
A-4026,13:45:00,13:45:00,gmokr,3
A-4026,13:47:00,13:47:00,brzoz,4
A-4026,13:49:00,13:49:00,kazim,5
A-4026,13:51:00,13:51:00,plzac,6
A-4026,13:53:00,13:54:00,plglo,7
A-4026,13:56:00,13:56:00,plwsc,8
A-4026,13:58:00,13:58:00,otreb,9
A-4026,14:00:00,14:00:00,kanie,10
A-4026,14:02:00,14:02:00,nwwar,11
A-4026,14:05:00,14:05:00,komor,12
A-5164,14:12:00,14:12:00,komor,0
A-5164,14:27:00,14:27:00,regul,1
A-4028,14:00:00,14:00:00,gmrad,0
A-4028,14:02:00,14:02:00,gmjor,1
A-4028,14:04:00,14:04:00,gmpia,2
A-4028,14:05:00,14:05:00,gmokr,3
A-4028,14:07:00,14:07:00,brzoz,4
A-4028,14:09:00,14:09:00,kazim,5
A-4028,14:11:00,14:11:00,plzac,6
A-4028,14:13:00,14:14:00,plglo,7
A-4028,14:16:00,14:16:00,plwsc,8
A-4028,14:18:00,14:18:00,otreb,9
A-4028,14:20:00,14:20:00,kanie,10
A-4028,14:22:00,14:22:00,nwwar,11
A-4028,14:25:00,14:25:00,komor,12
A-5028,14:34:00,14:34:00,komor,0
A-5028,14:50:00,14:50:00,prusp,1
A-5028,15:03:00,15:03:00,twork,2
A-5028,15:05:00,15:05:00,malic,3
A-1164,14:35:00,14:35:00,regul,0
A-1164,14:38:00,14:38:00,micha,1
A-1164,14:40:00,14:40:00,opacz,2
A-1164,14:42:00,14:42:00,wsalo,3
A-1164,14:44:00,14:44:00,wrako,4
A-1164,14:47:00,14:47:00,walje,5
A-1164,14:53:00,14:53:00,wreor,6
A-1164,14:56:00,14:56:00,wzach,7
A-1164,14:59:00,14:59:00,wocho,8
A-1164,15:01:00,15:01:00,wsrod,9
A-2064,14:26:00,14:26:00,milgr,0
A-2064,14:29:00,14:29:00,poles,1
A-2064,14:31:00,14:31:00,plzac,2
A-2064,14:33:00,14:34:00,plglo,3
A-2064,14:36:00,14:36:00,plwsc,4
A-2064,14:38:00,14:38:00,otreb,5
A-2064,14:40:00,14:40:00,kanie,6
A-2064,14:42:00,14:42:00,nwwar,7
A-2064,14:45:00,14:45:00,komor,8
A-1068,14:40:00,14:40:00,gmrad,0
A-1068,14:42:00,14:42:00,gmjor,1
A-1068,14:44:00,14:44:00,gmpia,2
A-1068,14:45:00,14:45:00,gmokr,3
A-1068,14:47:00,14:47:00,brzoz,4
A-1068,14:49:00,14:49:00,kazim,5
A-1068,14:51:00,14:51:00,plzac,6
A-1068,14:53:00,14:54:00,plglo,7
A-1068,14:56:00,14:56:00,plwsc,8
A-1068,14:58:00,14:58:00,otreb,9
A-1068,15:00:00,15:00:00,kanie,10
A-1068,15:02:00,15:02:00,nwwar,11
A-1068,15:05:00,15:07:00,komor,12
A-1068,15:09:00,15:09:00,prusz,13
A-1068,15:11:00,15:11:00,twork,14
A-1068,15:13:00,15:13:00,malic,15
A-1068,15:15:00,15:15:00,regul,16
A-1068,15:18:00,15:18:00,micha,17
A-1068,15:20:00,15:20:00,opacz,18
A-1068,15:22:00,15:22:00,wsalo,19
A-1068,15:24:00,15:24:00,wrako,20
A-1068,15:27:00,15:27:00,walje,21
A-1068,15:33:00,15:33:00,wreor,22
A-1068,15:36:00,15:36:00,wzach,23
A-1068,15:39:00,15:39:00,wocho,24
A-1068,15:41:00,15:41:00,wsrod,25
A-4030,15:00:00,15:00:00,gmrad,0
A-4030,15:02:00,15:02:00,gmjor,1
A-4030,15:04:00,15:04:00,gmpia,2
A-4030,15:05:00,15:05:00,gmokr,3
A-4030,15:07:00,15:07:00,brzoz,4
A-4030,15:09:00,15:09:00,kazim,5
A-4030,15:11:00,15:11:00,plzac,6
A-4030,15:13:00,15:14:00,plglo,7
A-4030,15:16:00,15:16:00,plwsc,8
A-4030,15:18:00,15:18:00,otreb,9
A-4030,15:20:00,15:20:00,kanie,10
A-4030,15:22:00,15:22:00,nwwar,11
A-4030,15:25:00,15:25:00,komor,12
A-5166,15:32:00,15:32:00,komor,0
A-5166,15:47:00,15:47:00,regul,1
A-4032,15:20:00,15:20:00,gmrad,0
A-4032,15:22:00,15:22:00,gmjor,1
A-4032,15:24:00,15:24:00,gmpia,2
A-4032,15:25:00,15:25:00,gmokr,3
A-4032,15:27:00,15:27:00,brzoz,4
A-4032,15:29:00,15:29:00,kazim,5
A-4032,15:31:00,15:31:00,plzac,6
A-4032,15:33:00,15:34:00,plglo,7
A-4032,15:36:00,15:36:00,plwsc,8
A-4032,15:38:00,15:38:00,otreb,9
A-4032,15:40:00,15:40:00,kanie,10
A-4032,15:42:00,15:42:00,nwwar,11
A-4032,15:45:00,15:45:00,komor,12
A-5032,15:54:00,15:54:00,komor,0
A-5032,16:10:00,16:10:00,prusp,1
A-5032,16:23:00,16:23:00,twork,2
A-5032,16:25:00,16:25:00,malic,3
A-1166,15:55:00,15:55:00,regul,0
A-1166,15:58:00,15:58:00,micha,1
A-1166,16:00:00,16:00:00,opacz,2
A-1166,16:02:00,16:02:00,wsalo,3
A-1166,16:04:00,16:04:00,wrako,4
A-1166,16:07:00,16:07:00,walje,5
A-1166,16:13:00,16:13:00,wreor,6
A-1166,16:16:00,16:16:00,wzach,7
A-1166,16:19:00,16:19:00,wocho,8
A-1166,16:21:00,16:21:00,wsrod,9
A-2066,15:46:00,15:46:00,milgr,0
A-2066,15:49:00,15:49:00,poles,1
A-2066,15:51:00,15:51:00,plzac,2
A-2066,15:53:00,15:54:00,plglo,3
A-2066,15:56:00,15:56:00,plwsc,4
A-2066,15:58:00,15:58:00,otreb,5
A-2066,16:00:00,16:00:00,kanie,6
A-2066,16:02:00,16:02:00,nwwar,7
A-2066,16:05:00,16:05:00,komor,8
A-1070,16:00:00,16:00:00,gmrad,0
A-1070,16:02:00,16:02:00,gmjor,1
A-1070,16:04:00,16:04:00,gmpia,2
A-1070,16:05:00,16:05:00,gmokr,3
A-1070,16:07:00,16:07:00,brzoz,4
A-1070,16:09:00,16:09:00,kazim,5
A-1070,16:11:00,16:11:00,plzac,6
A-1070,16:13:00,16:14:00,plglo,7
A-1070,16:16:00,16:16:00,plwsc,8
A-1070,16:18:00,16:18:00,otreb,9
A-1070,16:20:00,16:20:00,kanie,10
A-1070,16:22:00,16:22:00,nwwar,11
A-1070,16:25:00,16:27:00,komor,12
A-1070,16:29:00,16:29:00,prusz,13
A-1070,16:31:00,16:31:00,twork,14
A-1070,16:33:00,16:33:00,malic,15
A-1070,16:35:00,16:35:00,regul,16
A-1070,16:38:00,16:38:00,micha,17
A-1070,16:40:00,16:40:00,opacz,18
A-1070,16:42:00,16:42:00,wsalo,19
A-1070,16:44:00,16:44:00,wrako,20
A-1070,16:47:00,16:47:00,walje,21
A-1070,16:53:00,16:53:00,wreor,22
A-1070,16:56:00,16:56:00,wzach,23
A-1070,16:59:00,16:59:00,wocho,24
A-1070,17:01:00,17:01:00,wsrod,25
A-4034,16:20:00,16:20:00,gmrad,0
A-4034,16:22:00,16:22:00,gmjor,1
A-4034,16:24:00,16:24:00,gmpia,2
A-4034,16:25:00,16:25:00,gmokr,3
A-4034,16:27:00,16:27:00,brzoz,4
A-4034,16:29:00,16:29:00,kazim,5
A-4034,16:31:00,16:31:00,plzac,6
A-4034,16:33:00,16:34:00,plglo,7
A-4034,16:36:00,16:36:00,plwsc,8
A-4034,16:38:00,16:38:00,otreb,9
A-4034,16:40:00,16:40:00,kanie,10
A-4034,16:42:00,16:42:00,nwwar,11
A-4034,16:45:00,16:45:00,komor,12
A-5168,16:52:00,16:52:00,komor,0
A-5168,17:07:00,17:07:00,regul,1
A-4036,16:40:00,16:40:00,gmrad,0
A-4036,16:42:00,16:42:00,gmjor,1
A-4036,16:44:00,16:44:00,gmpia,2
A-4036,16:45:00,16:45:00,gmokr,3
A-4036,16:47:00,16:47:00,brzoz,4
A-4036,16:49:00,16:49:00,kazim,5
A-4036,16:51:00,16:51:00,plzac,6
A-4036,16:53:00,16:54:00,plglo,7
A-4036,16:56:00,16:56:00,plwsc,8
A-4036,16:58:00,16:58:00,otreb,9
A-4036,17:00:00,17:00:00,kanie,10
A-4036,17:02:00,17:02:00,nwwar,11
A-4036,17:05:00,17:05:00,komor,12
A-5036,17:14:00,17:14:00,komor,0
A-5036,17:30:00,17:30:00,prusp,1
A-5036,17:43:00,17:43:00,twork,2
A-5036,17:45:00,17:45:00,malic,3
A-1168,17:15:00,17:15:00,regul,0
A-1168,17:18:00,17:18:00,micha,1
A-1168,17:20:00,17:20:00,opacz,2
A-1168,17:22:00,17:22:00,wsalo,3
A-1168,17:24:00,17:24:00,wrako,4
A-1168,17:27:00,17:27:00,walje,5
A-1168,17:33:00,17:33:00,wreor,6
A-1168,17:36:00,17:36:00,wzach,7
A-1168,17:39:00,17:39:00,wocho,8
A-1168,17:41:00,17:41:00,wsrod,9
A-2068,17:06:00,17:06:00,milgr,0
A-2068,17:09:00,17:09:00,poles,1
A-2068,17:11:00,17:11:00,plzac,2
A-2068,17:13:00,17:14:00,plglo,3
A-2068,17:16:00,17:16:00,plwsc,4
A-2068,17:18:00,17:18:00,otreb,5
A-2068,17:20:00,17:20:00,kanie,6
A-2068,17:22:00,17:22:00,nwwar,7
A-2068,17:25:00,17:25:00,komor,8
A-1072,17:20:00,17:20:00,gmrad,0
A-1072,17:22:00,17:22:00,gmjor,1
A-1072,17:24:00,17:24:00,gmpia,2
A-1072,17:25:00,17:25:00,gmokr,3
A-1072,17:27:00,17:27:00,brzoz,4
A-1072,17:29:00,17:29:00,kazim,5
A-1072,17:31:00,17:31:00,plzac,6
A-1072,17:33:00,17:34:00,plglo,7
A-1072,17:36:00,17:36:00,plwsc,8
A-1072,17:38:00,17:38:00,otreb,9
A-1072,17:40:00,17:40:00,kanie,10
A-1072,17:42:00,17:42:00,nwwar,11
A-1072,17:45:00,17:47:00,komor,12
A-1072,17:49:00,17:49:00,prusz,13
A-1072,17:51:00,17:51:00,twork,14
A-1072,17:53:00,17:53:00,malic,15
A-1072,17:55:00,17:55:00,regul,16
A-1072,17:58:00,17:58:00,micha,17
A-1072,18:00:00,18:00:00,opacz,18
A-1072,18:02:00,18:02:00,wsalo,19
A-1072,18:04:00,18:04:00,wrako,20
A-1072,18:07:00,18:07:00,walje,21
A-1072,18:13:00,18:13:00,wreor,22
A-1072,18:16:00,18:16:00,wzach,23
A-1072,18:19:00,18:19:00,wocho,24
A-1072,18:21:00,18:21:00,wsrod,25
A-4038,17:40:00,17:40:00,gmrad,0
A-4038,17:42:00,17:42:00,gmjor,1
A-4038,17:44:00,17:44:00,gmpia,2
A-4038,17:45:00,17:45:00,gmokr,3
A-4038,17:47:00,17:47:00,brzoz,4
A-4038,17:49:00,17:49:00,kazim,5
A-4038,17:51:00,17:51:00,plzac,6
A-4038,17:53:00,17:54:00,plglo,7
A-4038,17:56:00,17:56:00,plwsc,8
A-4038,17:58:00,17:58:00,otreb,9
A-4038,18:00:00,18:00:00,kanie,10
A-4038,18:02:00,18:02:00,nwwar,11
A-4038,18:05:00,18:05:00,komor,12
A-5170,18:12:00,18:12:00,komor,0
A-5170,18:27:00,18:27:00,regul,1
A-4040,18:00:00,18:00:00,gmrad,0
A-4040,18:02:00,18:02:00,gmjor,1
A-4040,18:04:00,18:04:00,gmpia,2
A-4040,18:05:00,18:05:00,gmokr,3
A-4040,18:07:00,18:07:00,brzoz,4
A-4040,18:09:00,18:09:00,kazim,5
A-4040,18:11:00,18:11:00,plzac,6
A-4040,18:13:00,18:14:00,plglo,7
A-4040,18:16:00,18:16:00,plwsc,8
A-4040,18:18:00,18:18:00,otreb,9
A-4040,18:20:00,18:20:00,kanie,10
A-4040,18:22:00,18:22:00,nwwar,11
A-4040,18:25:00,18:25:00,komor,12
A-5040,18:34:00,18:34:00,komor,0
A-5040,18:50:00,18:50:00,prusp,1
A-5040,19:03:00,19:03:00,twork,2
A-5040,19:05:00,19:05:00,malic,3
A-1170,18:35:00,18:35:00,regul,0
A-1170,18:38:00,18:38:00,micha,1
A-1170,18:40:00,18:40:00,opacz,2
A-1170,18:42:00,18:42:00,wsalo,3
A-1170,18:44:00,18:44:00,wrako,4
A-1170,18:47:00,18:47:00,walje,5
A-1170,18:53:00,18:53:00,wreor,6
A-1170,18:56:00,18:56:00,wzach,7
A-1170,18:59:00,18:59:00,wocho,8
A-1170,19:01:00,19:01:00,wsrod,9
A-2070,18:26:00,18:26:00,milgr,0
A-2070,18:29:00,18:29:00,poles,1
A-2070,18:31:00,18:31:00,plzac,2
A-2070,18:33:00,18:34:00,plglo,3
A-2070,18:36:00,18:36:00,plwsc,4
A-2070,18:38:00,18:38:00,otreb,5
A-2070,18:40:00,18:40:00,kanie,6
A-2070,18:42:00,18:42:00,nwwar,7
A-2070,18:45:00,18:45:00,komor,8
A-1074,18:40:00,18:40:00,gmrad,0
A-1074,18:42:00,18:42:00,gmjor,1
A-1074,18:44:00,18:44:00,gmpia,2
A-1074,18:45:00,18:45:00,gmokr,3
A-1074,18:47:00,18:47:00,brzoz,4
A-1074,18:49:00,18:49:00,kazim,5
A-1074,18:51:00,18:51:00,plzac,6
A-1074,18:53:00,18:54:00,plglo,7
A-1074,18:56:00,18:56:00,plwsc,8
A-1074,18:58:00,18:58:00,otreb,9
A-1074,19:00:00,19:00:00,kanie,10
A-1074,19:02:00,19:02:00,nwwar,11
A-1074,19:05:00,19:07:00,komor,12
A-1074,19:09:00,19:09:00,prusz,13
A-1074,19:11:00,19:11:00,twork,14
A-1074,19:13:00,19:13:00,malic,15
A-1074,19:15:00,19:15:00,regul,16
A-1074,19:18:00,19:18:00,micha,17
A-1074,19:20:00,19:20:00,opacz,18
A-1074,19:22:00,19:22:00,wsalo,19
A-1074,19:24:00,19:24:00,wrako,20
A-1074,19:27:00,19:27:00,walje,21
A-1074,19:33:00,19:33:00,wreor,22
A-1074,19:36:00,19:36:00,wzach,23
A-1074,19:39:00,19:39:00,wocho,24
A-1074,19:41:00,19:41:00,wsrod,25
A-4042,19:00:00,19:00:00,gmrad,0
A-4042,19:02:00,19:02:00,gmjor,1
A-4042,19:04:00,19:04:00,gmpia,2
A-4042,19:05:00,19:05:00,gmokr,3
A-4042,19:07:00,19:07:00,brzoz,4
A-4042,19:09:00,19:09:00,kazim,5
A-4042,19:11:00,19:11:00,plzac,6
A-4042,19:13:00,19:14:00,plglo,7
A-4042,19:16:00,19:16:00,plwsc,8
A-4042,19:18:00,19:18:00,otreb,9
A-4042,19:20:00,19:20:00,kanie,10
A-4042,19:22:00,19:22:00,nwwar,11
A-4042,19:25:00,19:25:00,komor,12
A-5172,19:32:00,19:32:00,komor,0
A-5172,19:47:00,19:47:00,regul,1
A-4044,19:20:00,19:20:00,gmrad,0
A-4044,19:22:00,19:22:00,gmjor,1
A-4044,19:24:00,19:24:00,gmpia,2
A-4044,19:25:00,19:25:00,gmokr,3
A-4044,19:27:00,19:27:00,brzoz,4
A-4044,19:29:00,19:29:00,kazim,5
A-4044,19:31:00,19:31:00,plzac,6
A-4044,19:33:00,19:34:00,plglo,7
A-4044,19:36:00,19:36:00,plwsc,8
A-4044,19:38:00,19:38:00,otreb,9
A-4044,19:40:00,19:40:00,kanie,10
A-4044,19:42:00,19:42:00,nwwar,11
A-4044,19:45:00,19:45:00,komor,12
A-5044,19:54:00,19:54:00,komor,0
A-5044,20:10:00,20:10:00,prusp,1
A-5044,20:23:00,20:23:00,twork,2
A-5044,20:25:00,20:25:00,malic,3
A-1172,19:55:00,19:55:00,regul,0
A-1172,19:58:00,19:58:00,micha,1
A-1172,20:00:00,20:00:00,opacz,2
A-1172,20:02:00,20:02:00,wsalo,3
A-1172,20:04:00,20:04:00,wrako,4
A-1172,20:07:00,20:07:00,walje,5
A-1172,20:13:00,20:13:00,wreor,6
A-1172,20:16:00,20:16:00,wzach,7
A-1172,20:19:00,20:19:00,wocho,8
A-1172,20:21:00,20:21:00,wsrod,9
A-2072,19:46:00,19:46:00,milgr,0
A-2072,19:49:00,19:49:00,poles,1
A-2072,19:51:00,19:51:00,plzac,2
A-2072,19:53:00,19:54:00,plglo,3
A-2072,19:56:00,19:56:00,plwsc,4
A-2072,19:58:00,19:58:00,otreb,5
A-2072,20:00:00,20:00:00,kanie,6
A-2072,20:02:00,20:02:00,nwwar,7
A-2072,20:05:00,20:05:00,komor,8
A-1076,20:00:00,20:00:00,gmrad,0
A-1076,20:02:00,20:02:00,gmjor,1
A-1076,20:04:00,20:04:00,gmpia,2
A-1076,20:05:00,20:05:00,gmokr,3
A-1076,20:07:00,20:07:00,brzoz,4
A-1076,20:09:00,20:09:00,kazim,5
A-1076,20:11:00,20:11:00,plzac,6
A-1076,20:13:00,20:14:00,plglo,7
A-1076,20:16:00,20:16:00,plwsc,8
A-1076,20:18:00,20:18:00,otreb,9
A-1076,20:20:00,20:20:00,kanie,10
A-1076,20:22:00,20:22:00,nwwar,11
A-1076,20:25:00,20:27:00,komor,12
A-1076,20:29:00,20:29:00,prusz,13
A-1076,20:31:00,20:31:00,twork,14
A-1076,20:33:00,20:33:00,malic,15
A-1076,20:35:00,20:35:00,regul,16
A-1076,20:38:00,20:38:00,micha,17
A-1076,20:40:00,20:40:00,opacz,18
A-1076,20:42:00,20:42:00,wsalo,19
A-1076,20:44:00,20:44:00,wrako,20
A-1076,20:47:00,20:47:00,walje,21
A-1076,20:53:00,20:53:00,wreor,22
A-1076,20:56:00,20:56:00,wzach,23
A-1076,20:59:00,20:59:00,wocho,24
A-1076,21:01:00,21:01:00,wsrod,25
A-4046,20:20:00,20:20:00,gmrad,0
A-4046,20:22:00,20:22:00,gmjor,1
A-4046,20:24:00,20:24:00,gmpia,2
A-4046,20:25:00,20:25:00,gmokr,3
A-4046,20:27:00,20:27:00,brzoz,4
A-4046,20:29:00,20:29:00,kazim,5
A-4046,20:31:00,20:31:00,plzac,6
A-4046,20:33:00,20:34:00,plglo,7
A-4046,20:36:00,20:36:00,plwsc,8
A-4046,20:38:00,20:38:00,otreb,9
A-4046,20:40:00,20:40:00,kanie,10
A-4046,20:42:00,20:42:00,nwwar,11
A-4046,20:45:00,20:45:00,komor,12
A-5174,20:52:00,20:52:00,komor,0
A-5174,21:07:00,21:07:00,regul,1
A-4048,20:40:00,20:40:00,gmrad,0
A-4048,20:42:00,20:42:00,gmjor,1
A-4048,20:44:00,20:44:00,gmpia,2
A-4048,20:45:00,20:45:00,gmokr,3
A-4048,20:47:00,20:47:00,brzoz,4
A-4048,20:49:00,20:49:00,kazim,5
A-4048,20:51:00,20:51:00,plzac,6
A-4048,20:53:00,20:54:00,plglo,7
A-4048,20:56:00,20:56:00,plwsc,8
A-4048,20:58:00,20:58:00,otreb,9
A-4048,21:00:00,21:00:00,kanie,10
A-4048,21:02:00,21:02:00,nwwar,11
A-4048,21:05:00,21:05:00,komor,12
A-5048,21:14:00,21:14:00,komor,0
A-5048,21:30:00,21:30:00,prusp,1
A-5048,21:43:00,21:43:00,twork,2
A-5048,21:45:00,21:45:00,malic,3
A-1174,21:15:00,21:15:00,regul,0
A-1174,21:18:00,21:18:00,micha,1
A-1174,21:20:00,21:20:00,opacz,2
A-1174,21:22:00,21:22:00,wsalo,3
A-1174,21:24:00,21:24:00,wrako,4
A-1174,21:27:00,21:27:00,walje,5
A-1174,21:33:00,21:33:00,wreor,6
A-1174,21:36:00,21:36:00,wzach,7
A-1174,21:39:00,21:39:00,wocho,8
A-1174,21:41:00,21:41:00,wsrod,9
A-2074,21:06:00,21:06:00,milgr,0
A-2074,21:09:00,21:09:00,poles,1
A-2074,21:11:00,21:11:00,plzac,2
A-2074,21:13:00,21:14:00,plglo,3
A-2074,21:16:00,21:16:00,plwsc,4
A-2074,21:18:00,21:18:00,otreb,5
A-2074,21:20:00,21:20:00,kanie,6
A-2074,21:22:00,21:22:00,nwwar,7
A-2074,21:25:00,21:25:00,komor,8
A-1078,21:20:00,21:20:00,gmrad,0
A-1078,21:22:00,21:22:00,gmjor,1
A-1078,21:24:00,21:24:00,gmpia,2
A-1078,21:25:00,21:25:00,gmokr,3
A-1078,21:27:00,21:27:00,brzoz,4
A-1078,21:29:00,21:29:00,kazim,5
A-1078,21:31:00,21:31:00,plzac,6
A-1078,21:33:00,21:34:00,plglo,7
A-1078,21:36:00,21:36:00,plwsc,8
A-1078,21:38:00,21:38:00,otreb,9
A-1078,21:40:00,21:40:00,kanie,10
A-1078,21:42:00,21:42:00,nwwar,11
A-1078,21:45:00,21:47:00,komor,12
A-1078,21:49:00,21:49:00,prusz,13
A-1078,21:51:00,21:51:00,twork,14
A-1078,21:53:00,21:53:00,malic,15
A-1078,21:55:00,21:55:00,regul,16
A-1078,21:58:00,21:58:00,micha,17
A-1078,22:00:00,22:00:00,opacz,18
A-1078,22:02:00,22:02:00,wsalo,19
A-1078,22:04:00,22:04:00,wrako,20
A-1078,22:07:00,22:07:00,walje,21
A-1078,22:13:00,22:13:00,wreor,22
A-1078,22:16:00,22:16:00,wzach,23
A-1078,22:19:00,22:19:00,wocho,24
A-1078,22:21:00,22:21:00,wsrod,25
A-4050,21:40:00,21:40:00,gmrad,0
A-4050,21:42:00,21:42:00,gmjor,1
A-4050,21:44:00,21:44:00,gmpia,2
A-4050,21:45:00,21:45:00,gmokr,3
A-4050,21:47:00,21:47:00,brzoz,4
A-4050,21:49:00,21:49:00,kazim,5
A-4050,21:51:00,21:51:00,plzac,6
A-4050,21:53:00,21:54:00,plglo,7
A-4050,21:56:00,21:56:00,plwsc,8
A-4050,21:58:00,21:58:00,otreb,9
A-4050,22:00:00,22:00:00,kanie,10
A-4050,22:02:00,22:02:00,nwwar,11
A-4050,22:05:00,22:05:00,komor,12
A-5176,22:12:00,22:12:00,komor,0
A-5176,22:27:00,22:27:00,regul,1
A-4052,22:00:00,22:00:00,gmrad,0
A-4052,22:02:00,22:02:00,gmjor,1
A-4052,22:04:00,22:04:00,gmpia,2
A-4052,22:05:00,22:05:00,gmokr,3
A-4052,22:07:00,22:07:00,brzoz,4
A-4052,22:09:00,22:09:00,kazim,5
A-4052,22:11:00,22:11:00,plzac,6
A-4052,22:13:00,22:14:00,plglo,7
A-4052,22:16:00,22:16:00,plwsc,8
A-4052,22:18:00,22:18:00,otreb,9
A-4052,22:20:00,22:20:00,kanie,10
A-4052,22:22:00,22:22:00,nwwar,11
A-4052,22:25:00,22:25:00,komor,12
A-5052,22:34:00,22:34:00,komor,0
A-5052,22:50:00,22:50:00,prusp,1
A-5052,23:03:00,23:03:00,twork,2
A-5052,23:05:00,23:05:00,malic,3
A-1176,22:35:00,22:35:00,regul,0
A-1176,22:38:00,22:38:00,micha,1
A-1176,22:40:00,22:40:00,opacz,2
A-1176,22:42:00,22:42:00,wsalo,3
A-1176,22:44:00,22:44:00,wrako,4
A-1176,22:47:00,22:47:00,walje,5
A-1176,22:53:00,22:53:00,wreor,6
A-1176,22:56:00,22:56:00,wzach,7
A-1176,22:59:00,22:59:00,wocho,8
A-1176,23:01:00,23:01:00,wsrod,9
A-2076,22:26:00,22:26:00,milgr,0
A-2076,22:29:00,22:29:00,poles,1
A-2076,22:31:00,22:31:00,plzac,2
A-2076,22:33:00,22:34:00,plglo,3
A-2076,22:36:00,22:36:00,plwsc,4
A-2076,22:38:00,22:38:00,otreb,5
A-2076,22:40:00,22:40:00,kanie,6
A-2076,22:42:00,22:42:00,nwwar,7
A-2076,22:45:00,22:45:00,komor,8
A-1080,22:40:00,22:40:00,gmrad,0
A-1080,22:42:00,22:42:00,gmjor,1
A-1080,22:44:00,22:44:00,gmpia,2
A-1080,22:45:00,22:45:00,gmokr,3
A-1080,22:47:00,22:47:00,brzoz,4
A-1080,22:49:00,22:49:00,kazim,5
A-1080,22:51:00,22:51:00,plzac,6
A-1080,22:53:00,22:54:00,plglo,7
A-1080,22:56:00,22:56:00,plwsc,8
A-1080,22:58:00,22:58:00,otreb,9
A-1080,23:00:00,23:00:00,kanie,10
A-1080,23:02:00,23:02:00,nwwar,11
A-1080,23:05:00,23:07:00,komor,12
A-1080,23:09:00,23:09:00,prusz,13
A-1080,23:11:00,23:11:00,twork,14
A-1080,23:13:00,23:13:00,malic,15
A-1080,23:15:00,23:15:00,regul,16
A-1080,23:18:00,23:18:00,micha,17
A-1080,23:20:00,23:20:00,opacz,18
A-1080,23:22:00,23:22:00,wsalo,19
A-1080,23:24:00,23:24:00,wrako,20
A-1080,23:27:00,23:27:00,walje,21
A-1080,23:33:00,23:33:00,wreor,22
A-1080,23:36:00,23:36:00,wzach,23
A-1080,23:39:00,23:39:00,wocho,24
A-1080,23:41:00,23:41:00,wsrod,25
A-4054,23:00:00,23:00:00,gmrad,0
A-4054,23:02:00,23:02:00,gmjor,1
A-4054,23:04:00,23:04:00,gmpia,2
A-4054,23:05:00,23:05:00,gmokr,3
A-4054,23:07:00,23:07:00,brzoz,4
A-4054,23:09:00,23:09:00,kazim,5
A-4054,23:11:00,23:11:00,plzac,6
A-4054,23:13:00,23:14:00,plglo,7
A-4054,23:16:00,23:16:00,plwsc,8
A-4054,23:18:00,23:18:00,otreb,9
A-4054,23:20:00,23:20:00,kanie,10
A-4054,23:22:00,23:22:00,nwwar,11
A-4054,23:25:00,23:25:00,komor,12
A-5178,23:32:00,23:32:00,komor,0
A-5178,23:47:00,23:47:00,regul,1
A-4056,23:20:00,23:20:00,gmrad,0
A-4056,23:22:00,23:22:00,gmjor,1
A-4056,23:24:00,23:24:00,gmpia,2
A-4056,23:25:00,23:25:00,gmokr,3
A-4056,23:27:00,23:27:00,brzoz,4
A-4056,23:29:00,23:29:00,kazim,5
A-4056,23:31:00,23:31:00,plzac,6
A-4056,23:33:00,23:34:00,plglo,7
A-4056,23:36:00,23:36:00,plwsc,8
A-4056,23:38:00,23:38:00,otreb,9
A-4056,23:40:00,23:40:00,kanie,10
A-4056,23:42:00,23:42:00,nwwar,11
A-4056,23:45:00,23:45:00,komor,12
A-5556,23:54:00,23:54:00,komor,0
A-5556,24:10:00,24:10:00,prusp,1
A-1178,23:55:00,23:55:00,regul,0
A-1178,23:58:00,23:58:00,micha,1
A-1178,24:00:00,24:00:00,opacz,2
A-1178,24:02:00,24:02:00,wsalo,3
A-1178,24:04:00,24:04:00,wrako,4
A-1178,24:07:00,24:07:00,walje,5
A-1178,24:13:00,24:13:00,wreor,6
A-1178,24:16:00,24:16:00,wzach,7
A-1178,24:19:00,24:19:00,wocho,8
A-1178,24:21:00,24:21:00,wsrod,9
A-2350,23:55:00,23:55:00,milgr,0
